"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
44881;ACIDENTE;20/07/2011 20:00;-2,52E+11;-5,01E+11;PONTA GROSSA;PR;BRASIL;SSZW;SIM;FINALIZADA;A-520/CENIPA/2017;SIM;30/12/2017;1;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPHPB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PAUL;PISTÃO;MONOMOTOR;660;660;2;1963;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-520/CENIPA/2017 - 01;30/11/2017;30/11/2017 00:00;Atuar junto ao operador da aeronave, o Aeroclube de Ponta Grossa, a fim de que esse aperfeiçoe o treinamento de Crew Resource Management (CRM) aplicado aos tripulantes que nele atuam, a fim de evitar ocorrências aeronáuticas decorrentes de uma deficiente coordenação de cabine.;CUMPRIDA;ANAC
44885;ACIDENTE;02/08/2011 13:02;-199625;-439703;BELO HORIZONTE;MG;BRASIL;****;SIM;FINALIZADA;A-547/CENIPA/2017;SIM;24/09/2018;3;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTHCZ;***;HELICÓPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;MONOMOTOR;1451;1451;5;1993;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;VIGANÓ I;PASSA TEMPO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;019/D/09;16/04/2009;16/04/2009 00:00;Confeccionar Tabelas de Desempenho do EMB-202, IPANEMA, para a configuração agrícola, conforme previsto no Manual de Operação, Seção 05, Figuras 5-4, 5-6, 5-7, 5-10 e 5-11, especialmente pelo fato de que a referida configuração é a mais utilizada na operação, bem como para um melhor planejamento do emprego da aeronave por seus operadores.;AGUARDANDO RESPOSTA;EMBRAER
44888;INCIDENTE GRAVE;15/07/2011 17:05;-2,55E+11;-4,92E+11;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;SIM;FINALIZADA;IG-532/CENIPA/2015;SIM;03/06/2016;11;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRNHC;***;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;BIMOTOR;6600;6600;21;2007;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;001/D/12;31/01/2012;31/01/2012 00:00;Incluir no Normal Procedures Checklist do L410 UVP-E20, nos procedimentos previstos para o After Takeoff, um ou mais itens determinado o desligamento do water injection antes da redução das manetes de potência, informando as atualizações aos operadores.;AGUARDANDO RESPOSTA;LET
44944;ACIDENTE;10/06/2011 20:30;-1,77E+11;-5,65E+11;CORUMBÁ;MS;BRASIL;****;***;FINALIZADA;A-026/CENIPA/2013;SIM;30/07/2013;4;2;NÃO;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO;MAC;PPXIG;***;AVIÃO;***;N-592-420;ZZZZ;PISTÃO;MONOMOTOR;1040;1040;4;1968;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;DESTRUÍDA;2;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-026/CENIPA/2013-RSV001;30/07/2013;12/08/2013 00:00;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de áreas rurais, enfatizando a necessidade do cumprimento da legislação.;CUMPRIDA;ANAC
44966;ACIDENTE;15/08/2011 19:00;89122222222;3,56E+11;NOVO LINO;AL;BRASIL;****;SIM;FINALIZADA;A-508/CENIPA/2016;SIM;07/07/2016;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTGPB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1976;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;ESPECIALIZADA;LEVE;0;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-508/CENIPA/2016 - 01;07/07/2016;14/07/2016 00:00;Realizar gestões na empresa Aero Agrícola Nordestina Ltda., a fim de que esta aprimore seus controles de supervisão gerencial.;CUMPRIDA;ANAC
44967;ACIDENTE;15/08/2011 17:10;-3,02E+11;-5,12E+11;PORTO ALEGRE;RS;BRASIL;****;SIM;FINALIZADA;A-533/CENIPA/2017;SIM;25/06/2018;2;1;SIM;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PTIUN;***;AVIÃO;PIPER AIRCRAFT;PA-39;PA30;PISTÃO;BIMOTOR;1633;1633;6;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SALGADO FILHO;BELÉM NOVO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;533/CENIPA/2017 - 02;25/06/2018;25/06/2018 00:00;Atuar junto ao Aeroclube do Rio Grande do Sul, a fim de que sejam estabelecidos mecanismos de supervisão, a fim de que sejam aprimorados os mecanismos de recebimento e verificação dos serviços de manutenção realizados em suas aeronaves.;CUMPRIDA;ANAC
44968;INCIDENTE GRAVE;14/08/2011 11:45;***;***;LONDRINA;PR;BRASIL;****;SIM;FINALIZADA;IG-518/CENIPA/2017;SIM;30/11/2017;1;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPGMR;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-518/CENIPA/2017 - 01;30/11/2017;30/11/2017 00:00;ATUAR JUNTO AO OPERADOR DA AERONAVE, O AEROCLUBE DE LONDRINA, A FIM DE QUE ESTE CUMPRA RIGOROSAMENTE O PROGRAMA DE INSTRUçãO PREVISTO NO MANUAL DO COMANDO DA AERONáUTICA (MCA) 58-3, SOBRETUDO NO QUE DIZ RESPEITO àS ATRIBUIçõES DO COORDENADOR DA INSTRUçãO PRáTICA E DO CONSELHO DE VOO.;CUMPRIDA;ANAC
44977;ACIDENTE;16/08/2011 21:10;***-22.98575784;-4,24E+11;RIO DE JANEIRO;RJ;BRASIL;SBJR;SIM;FINALIZADA;A-532/CENIPA/2017;SIM;29/05/2020;1;1;SIM;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PRSNM;***;AVIÃO;CESSNA AIRCRAFT;T206H;C206;PISTÃO;MONOMOTOR;1633;1633;6;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTOS DUMONT;JACAREPAGUÁ;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-532/CENIPA/2017 - 01;29/05/2020;23/06/2020 00:00;Atuar junto ao administrador do Aeródromo de Jacarepaguá - Roberto Marinho (SBJR), afim de que o mesmo adeque as vias de acesso da área operacional, conforme os requisitosprevistos na Seção 153.429 - Vias de Acesso de Emergência, constantes no Regulamento Brasileiro da Aviação Civil (RBAC) nº 153, Emenda nº 04, que trata de Aeródromos -Operação, Manutenção e Resposta à Emergência.;CUMPRIDA;ANAC
44986;ACIDENTE;19/08/2011 19:45;-2,27E+11;-4,08E+11;MACAÉ;RJ;BRASIL;****;SIM;FINALIZADA;A-546/CENIPA/2015;SIM;22/06/2017;4;1;NÃO;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;SCF-PP;PRSEK;***;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6400;6400;14;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;PETROBRAS 65;MACAÉ;SUBIDA;TÁXI AÉREO;DESTRUÍDA;4;FABRICAÇÃO;ASPECTO DE FABRICAÇÃO;***;FATOR MATERIAL;A-181/CENIPA/2011;25/08/2011;25/08/2011 00:00;Tendo em vista a emissão do Boletim Técnico n° 139-265 pela Agusta, a emissão da Diretriz de Aeronavegabilidade de Emergência AD n° 2011-0156-E pela EASA, os reportes de dificuldades em serviço e os fatos conhecidos até o presente momento em relação às pás do rotor de cauda do helicóptero modelo AW139, avaliar junto à Autoridade Primária de Certificação (EASA) se as medidas mitigadoras adotadas são suficientes para assegurar um controle adequado das falhas nas referidas pás e permitem que a aeronave seja operada no Brasil em conformidade com os requisitos de certificação de tipo aplicáveis.;CUMPRIDA;ANAC
44988;ACIDENTE;11/08/2011 17:00;37119444444;-641625;AMAJARI;RR;BRASIL;****;SIM;FINALIZADA;A-105/CENIPA/2012;SIM;20/09/2012;4;1;NÃO;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PTXCG;***;AVIÃO;CESSNA AIRCRAFT;U206G;C206;PISTÃO;MONOMOTOR;1633;1633;6;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;426/2012;20/09/2012;01/11/2012 00:00;Reavaliar a autorização de desvio concedida à Roraima Táxi-Aéreo Ltda. para a operação na pista da aldeia de Onkiola, no estado de Roraima, com o intuito de tornar mais segura a operação na referida localidade.;CUMPRIDA;ANAC
44990;INCIDENTE;08/08/2011 16:40;***;***;CARAUARI;AM;BRASIL;****;SIM;FINALIZADA;***;NÃO;;3;1;NÃO;OUTROS;OUTROS;OTHR;PRHRR;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-61N;S61;TURBOEIXO;BIMOTOR;8618;8618;21;1967;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0;;;;;012/D/12;27/02/2012;11/12/2012 00:00;Realizar uma verificação nas demais aeronaves da frota, quanto ao estado de limpeza dos tanques, filtros e bombas de combustível.;CUMPRIDA;ANAC
45025;ACIDENTE;25/08/2011 18:30;***;***;ANÁPOLIS;GO;BRASIL;****;SIM;FINALIZADA;A-509/CENIPA/2014;SIM;20/03/2015;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTLBT;***;AVIÃO;CESSNA AIRCRAFT;A150K;C150;PISTÃO;MONOMOTOR;726;726;2;1970;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ANÁPOLIS;ANÁPOLIS;SUBIDA;INSTRUÇÃO;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-509/CENIPA/2014 - 001;20/03/2015;20/04/2015 00:00;Tendo em vista os fatos relatados neste relatório, realizar gestões junto à Escola de Aviação Civil Golden Wings Ltda., de modo a orientar pilotos e pessoal de apoio para o que prevê a ABNT NBR 15216, que trata da qualidade e dos cuidados no transporte, armazenamento e abastecimento de combustíveis de aviação.;CUMPRIDA;ANAC
45047;ACIDENTE;14/09/2011 17:10;-1,66E+11;-4,92E+11;GOIÂNIA;GO;BRASIL;SBGO;***;FINALIZADA;ENCERRADA NO RAI;NÃO;;3;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTRBT;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PA32;PISTÃO;MONOMOTOR;1542;1542;6;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;FORMOSA;DECOLAGEM;PRIVADA;DESTRUÍDA;0;;;;;008/D/12;31/01/2012;11/12/2012 00:00;Reavaliar e incrementar ações efetivas de fiscalização para evitar que pilotos, com CHT e CCF vencidos, exerçam a atividade aérea com função a bordo, contrariando o que está previsto na legislação atualizada e vigente que regula a aviação civil brasileira.;CUMPRIDA;ANAC
45048;ACIDENTE;31/08/2011 18:00;0;0;TIJUCAS DO SUL;PR;BRASIL;****;SIM;FINALIZADA;A DEFINIR;SIM;04/12/2018;3;1;NÃO;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT;PRRGB;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;2011;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-518/CENIPA/2018 - 01;04/12/2018;04/12/2018 00:00;ATUAR JUNTO à AEROCON ESCOLA DE AVIAçãO CIVIL, A FIM DE QUE AQUELE OPERADOR FORMALIZE A PADRONIZAçãO DE SUA INSTRUçãO AéREA, SOBRETUDO NO QUE DIZ RESPEITO AOS REQUISITOS DE UM VOO DE NAVEGAçãO, AOS PARâMETROS DE SEGURANçA A SEREM SEGUIDOS E AOS NíVEIS DE APRENDIZAGEM A SEREM ATINGIDOS PELO PILOTO EM INSTRUçãO.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
45049;ACIDENTE;07/09/2011 10:20;-1,17E+11;-3,93E+11;CONCEIÇÃO DO COITÉ;BA;BRASIL;****;SIM;FINALIZADA;A-519/CENIPA/2015;SIM;06/06/2015;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTUPB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2003;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;BORBA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;A-519/CENIPA/2015 - 001;06/06/2015;21/08/2015 00:00;Tendo em vista os fatos relatados neste relatório, realizar auditoria técnica junto ao operador da aeronave, buscando certificar se a manutenção programada de suas aeronaves, bem como os serviços fora de sede que são realizados por oficina homologada pela ANAC.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
45051;ACIDENTE;18/09/2011 16:10;-2,24E+11;-4,76E+11;RIO CLARO;SP;BRASIL;****;SIM;FINALIZADA;A-501/CENIPA/2021;SIM;08/07/2021;1;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PTPFH;***;PLANADOR;INDÚSTRIA PARANAENSE DE ESTRUTURAS;KW1;GLID;SEM TRAÇÃO;SEM TRAÇÃO;280;280;1;1981;BRASIL;BRASIL;PLANADOR;PARTICULAR;RIO CLARO;RIO CLARO;APROXIMAÇÃO FINAL;PRIVADA;DESTRUÍDA;1;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-501/CENIPA/2021 - 01;08/07/2021;26/07/2021 00:00;Divulgar os ensinamentos colhidos na presente investigação aos operadores da aeronave IPE KW1, acerca dos aspectos relacionados às condições inseguras que favorecem à perda de controle em voo e às instruções relativas à utilização de lastro.;AGUARDANDO RESPOSTA;ANAC
45052;ACIDENTE;29/08/2011 10:20;-63477777778;-3,93E+11;IGUATU;CE;BRASIL;SNIG;SIM;FINALIZADA;A-094/CENIPA/2012;SIM;07/08/2012;5;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTIJH;***;AVIÃO;CESSNA AIRCRAFT;310Q;C310;PISTÃO;BIMOTOR;2404;2404;6;1972;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;361/2012;07/08/2012;16/10/2012 00:00;"""Adotar providências visando o permanente funcionamento da """"biruta"""" no aeródromo de Iguatu, CE (SNIG).""";AGUARDANDO RESPOSTA;SI-CE
45053;ACIDENTE;13/09/2011 11:35;-2,32E+11;-5,19E+11;ÂNGULO;PR;BRASIL;****;SIM;FINALIZADA;A-022/CENIPA/2013;SIM;26/07/2013;2;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPKST;***;AVIÃO;HAWKER BEECHCRAFT;G58;BE58;PISTÃO;BIMOTOR;2495;2495;6;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÍLVIO NAME JÚNIOR;FAZENDA FORTALEZA DO GUAPORÉ;SUBIDA;PRIVADA;SUBSTANCIAL;3;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-022/CENIPA/2013-RSV001;26/07/2013;12/08/2013 00:00;Atuar junto aos operadores privados, a fim de orientá-los quanto à adoção de mecanismos de Supervisão Gerencial, nos âmbitos administrativo e operacional, visando assegurar que as operações aéreas somente ocorram com pilotos efetivamente atualizados sobre os conhecimentos técnicos das aeronaves.;CUMPRIDA;ANAC
45054;ACIDENTE;29/09/2011 18:15;-25975;-5,47E+11;SANTARÉM;PA;BRASIL;****;;FINALIZADA;A-033/CENIPA/2013;SIM;30/12/2013;2;1;NÃO;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;SCF-NP;PTAVK;***;AVIÃO;BEECH AIRCRAFT;D35;BE35;PISTÃO;MONOMOTOR;1236;1236;4;1953;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;PRIVADA;DESTRUÍDA;2;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;A-033/CENIPA/2013-RSV001;30/12/2013;19/03/2014 00:00;Realizar auditoria na Oficina Nacional Manutenção de Aeronaves Ltda., com a finalidade de analisar e propor melhorias no processo de execução e registro de manutenção dos modelos de aeronaves constantes do Adendo ao seu Certificado de Homologação de Empresa.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
45056;ACIDENTE;30/08/2011 11:58;-237775;-4,55E+11;SÃO SEBASTIÃO;SP;BRASIL;****;SIM;FINALIZADA;A-052/CENIPA/2013;SIM;25/10/2013;3;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PPCLE;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;3;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL;A-052/CENIPA/2013 - RSV 001;25/10/2013;03/11/2014 00:00;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores, exploradores de helicópteros da aviação geral.;CUMPRIDA;ANAC
45058;ACIDENTE;26/09/2011 18:03;-425611;-5600972;ITAITUBA;PA;BRASIL;****;;FINALIZADA;A-510/CENIPA/2016;SIM;29/12/2020;7;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRHLB;***;HELICÓPTERO;BELL HELICOPTER;206L-4;B06;TURBOEIXO;MONOMOTOR;2018;2018;7;1995;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO INDIRETA;ITAITUBA;FORA DE AERODROMO;CRUZEIRO;POLICIAL;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-510/CENIPA/2016- 01;29/12/2020;29/01/2021 00:00;Realizar auditoria na Helisul Táxi aéreo Ltda., com intuito de atestar a conformidade dos aspectos relacionados à supervisão gerencial da empresa, no tocante às atividades programadas e quanto à coordenação dos trabalhos executados pelo Controle Técnico de Manutenção da empresa, a fim de garantir o cumprimento dos requisitos de inspeção previstos no programa de manutenção aprovado para a empresa e nos manuais de manutenção dos fabricantes.;AGUARDANDO RESPOSTA;ANAC
45061;ACIDENTE;28/09/2011 12:35;-1,66E+11;-4,92E+11;GOIÂNIA;GO;BRASIL;SBGO;;FINALIZADA;A-030/CENIPA/2014;SIM;16/06/2014;2;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PRINC;***;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PARTIDA DO MOTOR;PRIVADA;SUBSTANCIAL;0;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-030/CENIPA/2014 -  001;16/06/2014;11/08/2014 00:00;Divulgar o presente relatório entre seus associados, com ênfase nos fatores contribuintes, para fins de prevenção do tipo de ocorrência.;CUMPRIDA;ABAG
45062;ACIDENTE;30/09/2011 18:15;-2,33E+11;-4,90E+11;AVARÉ;SP;BRASIL;****;;FINALIZADA;A-613/CENIPA/2014;SIM;20/03/2015;2;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PTWAF;***;ANFÍBIO;CONSOLIDATED;LAKE 250;LA25;PISTÃO;MONOMOTOR;1424;1424;4;1990;BRASIL;BRASIL;ANFÍBIO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0;INFLUÊNCIA DO MEIO AMBIENTE;***;***;***;A-613/CENIPA/2014 – 001;20/03/2015;20/04/2015 00:00;Divulgar o conteúdo deste Relatório Final Simplificado em palestras, simpósios e eventos de segurança operacional, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
45065;ACIDENTE;10/09/2011 23:15;-22.97;-4,33E+11;RIO DE JANEIRO;RJ;BRASIL;****;SIM;FINALIZADA;A-561/CENIPA/2011;SIM;18/03/2016;2;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PRCEC;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2008;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;SANTOS DUMONT;JACAREPAGUÁ;CRUZEIRO;PRIVADA;DESTRUÍDA;2;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL;A-561/CENIPA/2011 - 01;18/03/2016;17/05/2016 00:00;Estabelecer, no RBHA 91, requisitos para voo VFR noturno de helicópteros, a fim de restringir a operação à situação em que os pilotos possam assegurar todo o voo com referência visual com a superfície, inclusive referências luminosas em período noturno.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
